location,size,total_sqft,bath,price,bhk,price_per_sqft
Hennur Bande,3 BHK,2500.0,2.0,60.0,3,240.0
ITPL,3 Bedroom,1200.0,3.0,56.12,3,467.6666666666667
Kamakshipalya,3 BHK,1500.0,2.0,52.0,3,346.6666666666667
Navodaya Nagar,5 Bedroom,1200.0,3.0,180.0,5,1500.0
Thanisandra,3 BHK,1880.0,3.0,120.0,3,638.2978723404256
Padmanabhanagar,2 BHK,1150.0,2.0,45.0,2,391.30434782608694
Kasavanhalli,4 Bedroom,4408.0,4.0,344.0,4,780.399274047187
Bellandur,2 BHK,924.0,2.0,35.11,2,379.97835497835496
Sarjapur  Road,5 BHK,7800.0,6.0,385.0,5,493.5897435897436
Kumaraswami Layout,6 Bedroom,600.0,6.0,100.0,6,1666.6666666666667
Pattanagere,4 Bedroom,750.0,4.0,95.0,4,1266.6666666666667
Karuna Nagar,3 Bedroom,1962.0,3.0,175.0,3,891.946992864424
2nd Stage Nagarbhavi,5 Bedroom,1200.0,4.0,240.0,5,2000.0
B Narayanapura,3 BHK,1765.0,3.0,77.27,3,437.79036827195466
Attibele,2 BHK,1174.0,2.0,29.35,2,250.0
Bannerghatta Road,3 BHK,1894.0,3.0,115.0,3,607.1805702217529
Ramamurthy Nagar,4 Bedroom,960.0,2.0,138.0,4,1437.5
Sector 7 HSR Layout,3 BHK,1760.0,3.0,142.0,3,806.8181818181819
Doddanakundi Industrial Area 2,3 BHK,1768.0,3.0,95.0,3,537.3303167420814
Kothanur,3 BHK,1790.0,3.0,97.0,3,541.8994413407821
Kumara Park,4 Bedroom,3500.0,5.0,800.0,4,2285.714285714286
Whitefield,2 Bedroom,1200.0,2.0,45.0,2,375.0
Kengeri,4 Bedroom,2540.0,4.0,160.0,4,629.9212598425197
Mahadevpura,2 BHK,1137.0,2.0,53.4,2,469.6569920844327
Guni Agrahara,7 Bedroom,1200.0,6.0,115.0,7,958.3333333333334
Mysore Road,3 BHK,1568.0,2.0,100.0,3,637.7551020408164
Devanahalli,4 Bedroom,4920.0,4.0,393.5,4,799.7967479674796
AECS Layout,2 BHK,1308.0,2.0,60.0,2,458.7155963302752
Shankarapuram,4 BHK,3060.0,4.0,350.0,4,1143.7908496732025
Bisuvanahalli,3 BHK,1200.0,2.0,41.0,3,341.6666666666667
Shetty Halli,1 BHK,800.0,1.0,32.0,1,400.0
Electronic City,1 BHK,530.0,1.0,13.5,1,254.71698113207546
Bisuvanahalli,3 BHK,873.0,2.0,40.0,3,458.1901489117984
AGB Layout,7 Bedroom,3000.0,6.0,145.0,7,483.3333333333333
2nd Stage Arekere Mico Layout,4 Bedroom,1200.0,4.0,235.0,4,1958.3333333333333
Subramanyapura,2 BHK,958.0,2.0,33.53,2,350.0
Thigalarapalya,3 BHK,2072.0,4.0,160.0,3,772.2007722007722
Talaghattapura,3 BHK,2273.0,3.0,159.0,3,699.5160580730312
Banashankari Stage VI,3 Bedroom,600.0,3.0,90.0,3,1500.0
Thanisandra,1 BHK,760.0,1.0,50.0,1,657.8947368421053
Dommasandra,2 BHK,1090.0,2.0,43.5,2,399.08256880733944
Thigalarapalya,3 BHK,2072.0,4.0,155.0,3,748.0694980694981
Bellandur,3 BHK,2666.0,3.0,230.0,3,862.71567891973
Sarjapur  Road,3 BHK,1550.0,2.0,89.0,3,574.1935483870968
Ramagondanahalli,2 BHK,1251.0,2.0,50.0,2,399.68025579536373
Electronic City,2 BHK,1070.0,2.0,53.0,2,495.32710280373834
Kalena Agrahara,2 BHK,1200.0,2.0,45.0,2,375.0
CV Raman Nagar,3 BHK,1435.0,2.0,60.0,3,418.1184668989547
Bommasandra,3 BHK,1400.0,2.0,45.0,3,321.42857142857144
Judicial Layout,4 BHK,2330.0,3.0,94.71,4,406.4806866952789
Thanisandra,2 BHK,1200.0,2.0,60.0,2,500.0
Panathur,2 BHK,1000.0,2.0,40.0,2,400.0
Bannerghatta Road,3 BHK,1655.0,2.0,62.89,3,380.0
Raja Rajeshwari Nagar,9 Bedroom,3600.0,9.0,240.0,9,666.6666666666666
Bidrahalli,1 Bedroom,600.0,1.0,35.0,1,583.3333333333334
Electronics City Phase 1,2 BHK,1175.0,2.0,50.0,2,425.531914893617
Uttarahalli,2 BHK,1155.0,2.0,40.43,2,350.04329004329
Magadi Road,3 Bedroom,1200.0,3.0,98.0,3,816.6666666666666
Budigere,2 BHK,1149.0,2.0,65.0,2,565.7093124456048
Choodasandra,4 Bedroom,3200.0,4.0,375.0,4,1171.875
Chinnapanahalli,2 BHK,1010.0,2.0,55.0,2,544.5544554455446
Hegde Nagar,3 BHK,1718.0,3.0,119.0,3,692.6658905704307
Bilal Nagar,2 BHK,650.0,1.0,20.0,2,307.6923076923077
Banashankari,2 BHK,1330.0,2.0,77.0,2,578.9473684210526
Hormavu,2 BHK,1200.0,2.0,68.0,2,566.6666666666666
Bannerghatta Road,3 BHK,1693.0,3.0,89.0,3,525.6940342587123
Koramangala,2 BHK,1249.0,2.0,165.0,2,1321.056845476381
Thanisandra,3 BHK,1800.0,4.0,125.0,3,694.4444444444445
Margondanahalli,2 Bedroom,900.0,2.0,55.0,2,611.1111111111111
NGR Layout,2 BHK,1020.0,2.0,46.0,2,450.98039215686276
Amruthahalli,3 BHK,1700.0,3.0,77.0,3,452.94117647058823
Panathur,1 BHK,661.0,1.0,40.0,1,605.143721633888
Bannerghatta Road,2 BHK,1280.0,2.0,60.16,2,470.0
Krishna Nagar,5 Bedroom,1000.0,4.0,90.0,5,900.0
Hosur Road,2 BHK,1170.0,2.0,48.0,2,410.2564102564103
Thanisandra,1 BHK,933.0,2.0,58.0,1,621.6505894962487
Sarjapur  Road,2 BHK,1150.0,2.0,44.0,2,382.60869565217394
Benson Town,4 BHK,3633.0,6.0,550.0,4,1513.9003578309937
Rajaji Nagar,3 BHK,1380.0,3.0,130.0,3,942.0289855072464
Banjara Layout,2 Bedroom,1050.0,2.0,64.8,2,617.1428571428571
Kanakapura Main Road,2 BHK,1080.0,2.0,37.8,2,350.0
Harlur,2 BHK,1303.0,2.0,90.0,2,690.7137375287797
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.54,2,338.96321070234114
Nagarbhavi,5 Bedroom,2500.0,3.0,180.0,5,720.0
Sarjapur  Road,5 Bedroom,1200.0,4.0,95.0,5,791.6666666666666
Bommanahalli,3 BHK,1250.0,3.0,41.0,3,328.0
Akshaya Nagar,3 BHK,1419.0,2.0,87.0,3,613.107822410148
Banashankari,2 BHK,1200.0,2.0,49.0,2,408.3333333333333
7th Phase JP Nagar,2 BHK,1120.0,2.0,65.0,2,580.3571428571429
Electronics City Phase 1,1 BHK,762.5,1.0,45.4,1,595.4098360655738
Electronics City Phase 1,2 BHK,1245.0,2.0,75.0,2,602.4096385542168
Palanahalli,4 Bedroom,3978.0,4.0,428.0,4,1075.9175465057817
Channasandra,2 BHK,1093.0,2.0,34.0,2,311.0704483074108
Electronic City,2 BHK,1025.0,1.0,26.63,2,259.8048780487805
Hebbal,2 BHK,1345.0,2.0,97.0,2,721.1895910780669
Suryanagar,2 Bedroom,1500.0,2.0,45.0,2,300.0
Vijayanagar,2 BHK,1180.0,2.0,86.0,2,728.8135593220339
NGR Layout,2 BHK,1020.0,2.0,48.45,2,475.0
Nanjappa Layout,3 BHK,1800.0,3.0,85.0,3,472.22222222222223
Konanakunte,4 BHK,3621.0,4.0,511.0,4,1411.2123722728527
Banagiri Nagar,3 BHK,2008.0,3.0,170.0,3,846.6135458167331
Kothannur,3 BHK,1240.0,2.0,39.85,3,321.3709677419355
CV Raman Nagar,2 BHK,1020.0,2.0,55.0,2,539.2156862745098
2nd Stage Arekere Mico Layout,3 BHK,2095.0,3.0,142.0,3,677.8042959427207
Gunjur,3 BHK,1362.0,3.0,62.63,3,459.83847283406755
Yelahanka,1 BHK,694.0,1.0,30.84,1,444.38040345821327
Vittasandra,2 BHK,1404.0,2.0,70.0,2,498.57549857549856
Electronic City Phase II,3 BHK,1192.0,2.0,47.0,3,394.2953020134228
Wilson Garden,8 Bedroom,1850.0,12.0,300.0,8,1621.6216216216217
Mahalakshmi Layout,4 Bedroom,1050.0,1.0,35.0,4,333.3333333333333
Vittasandra,2 BHK,1259.0,2.0,67.48,2,535.9809372517872
Kengeri,2 BHK,1000.0,2.0,34.0,2,340.0
Rachenahalli,2 BHK,985.0,2.0,49.97,2,507.3096446700508
Indira Nagar,1 BHK,850.0,1.0,60.0,1,705.8823529411765
Uttarahalli,3 BHK,1650.0,2.0,50.0,3,303.030303030303
Rajaji Nagar,5 Bedroom,2400.0,3.0,320.0,5,1333.3333333333333
Sarjapur  Road,3 BHK,1900.0,4.0,180.0,3,947.3684210526316
Ambedkar Nagar,2 BHK,1367.0,2.0,86.0,2,629.1148500365764
Rajaji Nagar,3 BHK,1210.0,2.0,81.0,3,669.4214876033058
Duvasapalya,2 BHK,1190.0,2.0,48.6,2,408.4033613445378
Sarjapur,2 BHK,1175.0,2.0,42.0,2,357.4468085106383
R.T. Nagar,4 BHK,2800.0,4.0,400.0,4,1428.5714285714287
Whitefield,2 BHK,1140.0,2.0,40.0,2,350.87719298245617
Hoskote,2 BHK,1095.0,2.0,33.6,2,306.8493150684931
Attibele,1 BHK,782.0,1.0,19.55,1,250.0
Gubbalala,3 BHK,1435.0,2.0,80.0,3,557.4912891986063
Choodasandra,2 BHK,725.0,2.0,36.0,2,496.55172413793105
BCMC Layout,3 BHK,1600.0,2.0,88.0,3,550.0
9th Phase JP Nagar,5 Bedroom,1200.0,5.0,160.0,5,1333.3333333333333
Hosakerehalli,4 BHK,3205.0,4.0,300.0,4,936.0374414976599
Vishwapriya Layout,4 Bedroom,720.0,3.0,95.0,4,1319.4444444444443
Nehru Nagar,3 BHK,1674.0,3.0,90.0,3,537.6344086021505
Jnanabharathi Layout,4 Bedroom,860.0,4.0,125.0,4,1453.4883720930231
Haralur Road,2 BHK,1243.0,2.0,46.0,2,370.07240547063554
Kanakpura Road,3 BHK,1703.0,3.0,130.0,3,763.3587786259542
Padmanabhanagar,3 BHK,1350.0,3.0,71.55,3,530.0
Horamavu Agara,2 BHK,1145.0,2.0,41.21,2,359.91266375545854
Whitefield,2 BHK,1216.0,2.0,75.0,2,616.7763157894736
7th Phase JP Nagar,2 BHK,1100.0,3.0,60.0,2,545.4545454545455
Sarjapur  Road,4 BHK,2425.0,5.0,201.0,4,828.8659793814433
Kothanur,4 Bedroom,2700.0,4.0,175.0,4,648.1481481481482
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.54,2,338.96321070234114
Kanakpura Road,3 BHK,1600.0,3.0,90.0,3,562.5
Banashankari Stage V,3 BHK,1510.0,3.0,47.57,3,315.0331125827815
Hosakerehalli,4 BHK,3033.0,4.0,326.0,4,1074.8433893834488
Pai Layout,2 Bedroom,780.0,2.0,72.0,2,923.0769230769231
Haralur Road,2 BHK,1194.0,2.0,47.0,2,393.63484087102177
Banashankari Stage II,2 BHK,1250.0,2.0,110.0,2,880.0
Sarjapur  Road,5 Bedroom,1480.0,4.0,169.0,5,1141.8918918918919
Horamavu Agara,4 Bedroom,1250.0,4.0,100.0,4,800.0
Udaya Nagar,4 Bedroom,1350.0,4.0,160.0,4,1185.1851851851852
Laggere,1 Bedroom,620.0,2.0,48.0,1,774.1935483870968
Raja Rajeshwari Nagar,3 BHK,1630.0,3.0,60.65,3,372.0858895705521
Hennur Road,2 BHK,1020.0,2.0,45.0,2,441.1764705882353
Hosakerehalli,3 BHK,1410.0,2.0,53.58,3,380.0
Bhoganhalli,2 BHK,1181.7,2.0,100.0,2,846.2384700008462
9th Block Jayanagar,9 Bedroom,1200.0,8.0,270.0,9,2250.0
Sarjapur  Road,3 BHK,1691.0,3.0,113.0,3,668.2436428149024
KR Puram,4 Bedroom,1200.0,4.0,83.0,4,691.6666666666666
Banaswadi,2 BHK,1200.0,2.0,60.0,2,500.0
Old Airport Road,2 BHK,1050.0,2.0,50.0,2,476.1904761904762
Kathriguppe,3 BHK,1300.0,3.0,77.99,3,599.9230769230769
Whitefield,2 BHK,1356.0,2.0,94.84,2,699.4100294985251
Whitefield,2 BHK,1338.0,2.0,103.0,2,769.8056801195814
Kengeri Satellite Town Stage II,1 BHK,500.0,1.0,20.0,1,400.0
Vasantha Vallabha Nagar,3 BHK,1280.0,2.0,100.0,3,781.25
Raja Rajeshwari Nagar,3 BHK,1531.0,3.0,51.77,3,338.14500326583936
Church Street,4 BHK,11000.0,4.0,1600.0,4,1454.5454545454545
Anekal,2 BHK,620.0,1.0,23.5,2,379.03225806451616
8th Phase JP Nagar,3 BHK,1605.0,2.0,65.0,3,404.98442367601245
Thanisandra,3 BHK,1917.0,3.0,110.0,3,573.8132498695879
Nagarbhavi,4 Bedroom,1200.0,3.0,340.0,4,2833.3333333333335
Srinivas Colony,3 BHK,2750.0,3.0,943.0,3,3429.090909090909
Sarjapur  Road,3 BHK,1400.0,3.0,55.0,3,392.85714285714283
Thubarahalli,3 BHK,2625.0,3.0,175.0,3,666.6666666666666
Sahakara Nagar,2 BHK,1100.0,2.0,55.0,2,500.0
Hennur Road,3 BHK,2041.0,3.0,128.0,3,627.1435570798628
Sarjapur  Road,3 BHK,2070.0,4.0,160.0,3,772.9468599033817
Hebbal,3 BHK,1110.0,3.0,59.0,3,531.5315315315315
Uday Nagar,3 BHK,1650.0,3.0,110.0,3,666.6666666666666
Ambedkar Nagar,4 Bedroom,3565.0,4.0,255.0,4,715.2875175315568
Varthur Road,3 BHK,1033.0,2.0,30.47,3,294.96611810261373
HSR Layout,2 BHK,1142.0,2.0,65.0,2,569.1768826619965
Mathikere,3 BHK,1500.0,2.0,75.0,3,500.0
Electronic City Phase II,3 BHK,1502.0,3.0,50.0,3,332.88948069241013
Shree Ananth Nagar Layout,3 BHK,1176.0,2.0,45.0,3,382.6530612244898
Hosa Road,2 BHK,1063.0,2.0,32.8,2,308.5606773283161
Kammanahalli,2 BHK,1100.0,2.0,60.0,2,545.4545454545455
Kamakshipalya,2 Bedroom,1044.0,2.0,85.0,2,814.176245210728
Sarjapur  Road,3 Bedroom,5400.0,3.0,700.0,3,1296.2962962962963
6th Phase JP Nagar,2 BHK,1216.0,2.0,60.0,2,493.42105263157896
Suddaguntepalya,3 BHK,1425.0,3.0,55.0,3,385.96491228070175
Hongasandra,8 Bedroom,1200.0,8.0,150.0,8,1250.0
Hosur Road,2 BHK,1345.0,2.0,108.0,2,802.9739776951673
Marathahalli,2 BHK,1248.0,2.0,130.0,2,1041.6666666666667
Chaitanya Ananya,4 Bedroom,1830.0,4.0,325.0,4,1775.9562841530055
Shankarapuram,2 BHK,900.0,1.0,130.0,2,1444.4444444444443
Bellandur,4 Bedroom,3600.0,4.0,245.0,4,680.5555555555555
Uttarahalli,2 BHK,1025.0,2.0,35.88,2,350.0487804878049
Nagashetty Halli,2 Bedroom,840.0,1.0,99.0,2,1178.5714285714287
Lakshminarayana Pura,3 BHK,3050.0,2.0,90.0,3,295.08196721311475
Kadubeesanahalli,3 BHK,1424.0,2.0,75.0,3,526.685393258427
EPIP Zone,3 BHK,2500.0,3.0,268.0,3,1072.0
ISRO Layout,6 Bedroom,1200.0,6.0,230.0,6,1916.6666666666667
Byrasandra Extension,2 BHK,1285.0,2.0,45.0,2,350.1945525291829
Babusapalaya,2 BHK,1450.0,2.0,55.99,2,386.13793103448273
Raja Rajeshwari Nagar,2 BHK,1160.0,2.0,70.0,2,603.448275862069
Yelahanka New Town,3 Bedroom,2700.0,3.0,350.0,3,1296.2962962962963
Gattahalli,3 Bedroom,2000.0,2.0,95.0,3,475.0
Uttarahalli,2 BHK,1125.0,2.0,47.65,2,423.55555555555554
Old Madras Road,4 Bedroom,3900.0,4.0,175.0,4,448.71794871794873
Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,38.37,2,338.6584289496911
Arekere,2 BHK,1240.0,2.0,60.0,2,483.8709677419355
Devanahalli,3 BHK,1466.0,3.0,77.59,3,529.2633015006821
Outer Ring Road East,4 BHK,3870.0,4.0,411.0,4,1062.015503875969
Ramagondanahalli,3 BHK,1610.0,2.0,115.0,3,714.2857142857143
Sarjapur  Road,3 BHK,1220.0,3.0,56.0,3,459.0163934426229
Kaggadasapura,2 BHK,1225.0,2.0,48.0,2,391.83673469387753
Akshaya Nagar,2 BHK,1300.0,2.0,54.0,2,415.38461538461536
Thanisandra,3 BHK,1996.0,4.0,123.0,3,616.2324649298597
Mallathahalli,3 BHK,1320.0,2.0,55.0,3,416.6666666666667
Rajaji Nagar,3 BHK,1800.0,3.0,240.0,3,1333.3333333333333
Richmond Town,3 BHK,1835.0,3.0,175.0,3,953.6784741144414
Sarjapur  Road,3 BHK,1435.0,3.0,90.0,3,627.177700348432
Whitefield,3 BHK,4097.0,3.0,400.0,3,976.324139614352
Rayasandra,3 BHK,1601.0,3.0,70.0,3,437.2267332916927
Kadubeesanahalli,2 BHK,1257.0,2.0,93.0,2,739.8568019093078
Iblur Village,4 BHK,3596.0,5.0,260.0,4,723.0255839822024
Kasavanhalli,2 BHK,1309.0,2.0,95.0,2,725.7448433919022
Yeshwanthpur,2 Bedroom,1362.0,2.0,100.0,2,734.2143906020558
Whitefield,2 BHK,1115.0,2.0,55.0,2,493.27354260089686
Whitefield,3 BHK,1870.0,3.0,90.0,3,481.2834224598931
manyata park,2 BHK,1322.0,2.0,61.99,2,468.910741301059
Telecom Layout,3 BHK,1450.0,2.0,65.0,3,448.2758620689655
Banashankari,2 BHK,1185.0,2.0,67.0,2,565.4008438818565
7th Phase JP Nagar,3 BHK,1790.0,3.0,120.0,3,670.391061452514
Whitefield,3 Bedroom,3450.0,4.0,208.0,3,602.8985507246376
Rachenahalli,2 BHK,1050.0,2.0,52.5,2,500.0
Budigere,1 BHK,693.0,1.0,27.375,1,395.02164502164504
Sarjapur  Road,4 Bedroom,5400.0,4.0,750.0,4,1388.888888888889
Devanahalli,1 BHK,775.0,1.0,39.0,1,503.2258064516129
Hoodi,2 BHK,1000.0,2.0,48.0,2,480.0
Thanisandra,2 BHK,1183.0,2.0,77.25,2,653.0008453085376
Binny Pete,3 BHK,1282.0,3.0,178.0,3,1388.455538221529
Alur,1 BHK,425.0,1.0,15.0,1,352.94117647058823
Nelamangala,2 BHK,820.0,2.0,30.0,2,365.8536585365854
Richmond Town,4 BHK,2230.0,4.0,792.0,4,3551.5695067264573
Hebbal,2 BHK,1200.0,2.0,52.0,2,433.3333333333333
Ramagondanahalli,2 BHK,1151.0,2.0,43.6,2,378.8010425716768
Hulimavu,3 BHK,1320.0,2.0,59.0,3,446.969696969697
Bikasipura,3 BHK,1450.0,3.0,68.0,3,468.9655172413793
Poorna Pragna Layout,3 BHK,1270.0,2.0,50.79,3,399.9212598425197
Hegde Nagar,3 BHK,1847.0,3.0,123.0,3,665.9447753113157
Devanahalli,1 BHK,1020.0,2.0,49.87,1,488.921568627451
Somasundara Palya,3 BHK,1650.0,3.0,95.0,3,575.7575757575758
Richmond Town,4 BHK,2380.0,4.0,242.0,4,1016.8067226890756
Electronic City,3 BHK,2400.0,2.0,78.0,3,325.0
Begur Road,2 BHK,1160.0,2.0,44.0,2,379.3103448275862
Haralur Road,4 BHK,2805.0,4.0,154.0,4,549.0196078431372
Mysore Road,3 BHK,1360.0,3.0,47.6,3,350.0
Brookefield,2 BHK,1089.0,2.0,49.0,2,449.95408631772267
Yelahanka,2 BHK,1115.0,2.0,60.0,2,538.1165919282511
Kudlu Gate,2 BHK,1215.0,2.0,45.0,2,370.3703703703704
Sarjapur  Road,2 BHK,1194.0,2.0,51.0,2,427.1356783919598
Kannamangala,3 BHK,1536.0,3.0,104.0,3,677.0833333333334
Hennur,2 BHK,1255.0,2.0,55.5,2,442.23107569721117
Electronic City,3 BHK,1571.0,3.0,83.0,3,528.3259070655633
Virupakshapura,2 Bedroom,900.0,1.0,70.0,2,777.7777777777778
Keshava Nagar,2 BHK,1517.0,2.0,125.0,2,823.9947264337508
Budigere,1 BHK,664.0,1.0,35.4,1,533.1325301204819
 Devarachikkanahalli,2 BHK,1230.0,2.0,58.0,2,471.5447154471545
Hegde Nagar,2 BHK,1340.0,2.0,72.0,2,537.3134328358209
Attibele,2 BHK,1175.0,2.0,29.38,2,250.04255319148936
Benson Town,4 Bedroom,3569.0,4.0,600.0,4,1681.1431773606053
Sarjapur,2 BHK,1240.0,2.0,43.1,2,347.5806451612903
Electronic City,3 BHK,1470.0,2.0,44.1,3,300.0
7th Phase JP Nagar,3 BHK,1680.0,3.0,117.0,3,696.4285714285714
Sri Sai Layout,2 BHK,1000.0,2.0,35.0,2,350.0
Gunjur,2 BHK,1071.0,2.0,51.0,2,476.1904761904762
Sector 2 HSR Layout,3 BHK,1512.0,3.0,80.0,3,529.1005291005291
Frazer Town,4 BHK,3435.0,2.0,341.0,4,992.7219796215429
Thanisandra main road,3 BHK,3144.0,3.0,455.0,3,1447.2010178117048
Kalyan nagar,2 BHK,1190.0,2.0,60.0,2,504.20168067226894
Pattandur Agrahara,3 BHK,1550.0,2.0,80.0,3,516.1290322580645
Kanakpura Road,2 BHK,1283.0,2.0,63.22,2,492.7513639906469
Mallasandra,2 BHK,1325.0,2.0,73.0,2,550.9433962264151
Whitefield,2 BHK,1105.0,2.0,35.36,2,320.0
Banaswadi,3 BHK,1600.0,3.0,74.5,3,465.625
Devara Jeevanahalli,4 Bedroom,400.0,2.0,35.0,4,875.0
Hennur,2 BHK,1100.0,2.0,44.55,2,405.0
Talaghattapura,3 BHK,2099.0,3.0,147.0,3,700.3334921391139
Yelachenahalli,3 BHK,1365.0,2.0,72.0,3,527.4725274725274
Hebbal Kempapura,2 BHK,1485.0,3.0,132.0,2,888.8888888888889
Hosur Road,2 BHK,1250.0,2.0,55.0,2,440.0
Chikkalasandra,3 BHK,1290.0,2.0,56.12,3,435.0387596899225
Bellandur,2 BHK,1170.0,2.0,46.79,2,399.9145299145299
Kanakpura Road,2 BHK,1328.0,2.0,91.06,2,685.6927710843373
Hennur Road,2 BHK,1232.0,2.0,87.0,2,706.1688311688312
1st Phase JP Nagar,2 BHK,1180.0,2.0,88.5,2,750.0
Electronic City,3 BHK,1350.0,3.0,66.0,3,488.8888888888889
Nagawara Junction,4 BHK,3602.0,4.0,280.0,4,777.3459189339256
Nagasandra,4 BHK,2400.0,4.0,145.0,4,604.1666666666666
Electronic City Phase II,2 BHK,1020.0,2.0,32.0,2,313.72549019607845
Begur Road,3 BHK,1410.0,2.0,49.34,3,349.9290780141844
Vishwanatha Nagenahalli,3 BHK,2159.0,3.0,120.0,3,555.812876331635
TC Palaya,3 BHK,1200.0,2.0,66.0,3,550.0
Hennur,2 BHK,1255.0,2.0,57.5,2,458.16733067729086
Whitefield,2 BHK,1074.0,2.0,42.79,2,398.4171322160149
Suragajakkanahalli,3 Bedroom,1200.0,3.0,72.0,3,600.0
Sarjapur,3 BHK,1170.0,2.0,35.41,3,302.6495726495726
Tumkur Road,1 BHK,728.5,1.0,31.315,1,429.85586822237474
Bommanahalli,3 BHK,1660.0,2.0,100.0,3,602.4096385542168
Gattigere,5 Bedroom,900.0,6.0,95.0,5,1055.5555555555557
SK Garden,6 Bedroom,1850.0,3.0,175.0,6,945.9459459459459
Gowdanapalya,1 Bedroom,510.0,1.0,34.0,1,666.6666666666666
Mahadevpura,3 BHK,1601.0,3.0,95.0,3,593.3791380387258
Begur Road,2 BHK,952.0,2.0,42.0,2,441.1764705882353
PNS Layout,2 BHK,1166.0,2.0,65.0,2,557.4614065180103
Venkatapura,3 BHK,2700.0,2.0,260.0,3,962.9629629629629
Electronic City Phase II,4 Bedroom,1900.0,3.0,97.0,4,510.5263157894737
Mathikere,3 Bedroom,1350.0,2.0,175.0,3,1296.2962962962963
Haralur Road,3 BHK,1520.0,2.0,96.0,3,631.578947368421
Harsha Layout,4 Bedroom,2100.0,6.0,100.0,4,476.1904761904762
Yelenahalli,2 BHK,1175.0,2.0,50.0,2,425.531914893617
Bharathi Nagar,2 BHK,1432.0,2.0,68.0,2,474.86033519553075
Bommasandra Industrial Area,2 BHK,1005.0,2.0,39.77,2,395.72139303482595
Rajiv Nagar,2 BHK,1309.0,2.0,80.0,2,611.1535523300229
Dairy Circle,3 BHK,2251.0,4.0,370.0,3,1643.7139049311418
7th Phase JP Nagar,2 BHK,1050.0,2.0,77.0,2,733.3333333333334
Kanakpura Road,3 BHK,1100.0,3.0,53.0,3,481.8181818181818
Sanjay nagar,3 Bedroom,2400.0,3.0,310.0,3,1291.6666666666667
Begur Road,3 BHK,1565.0,2.0,56.34,3,360.0
1st Stage Indira Nagar,2 BHK,940.0,2.0,56.0,2,595.7446808510638
Yarandahalli,2 BHK,1015.0,2.0,40.1,2,395.0738916256158
BTM 2nd Stage,3 Bedroom,2400.0,2.0,360.0,3,1500.0
Electronic City,3 BHK,1652.0,3.0,110.0,3,665.8595641646489
Whitefield,2 BHK,1100.0,2.0,52.0,2,472.72727272727275
Rajiv Nagar,4 BHK,2340.0,4.0,145.0,4,619.6581196581196
Koramangala,2 BHK,1084.0,2.0,179.0,2,1651.2915129151293
Kammanahalli,2 Bedroom,1200.0,1.0,81.0,2,675.0
Kacharakanahalli,3 BHK,1400.0,3.0,69.0,3,492.85714285714283
HBR Layout,4 Bedroom,2400.0,5.0,320.0,4,1333.3333333333333
Electronic City Phase II,2 BHK,1020.0,2.0,27.43,2,268.921568627451
Whitefield,2 BHK,1267.0,2.0,90.33,2,712.9439621152328
Bhoganhalli,4 BHK,2439.0,4.0,185.0,4,758.5075850758508
Ashwath Nagar,3 BHK,1645.0,3.0,95.0,3,577.5075987841946
Sahakara Nagar,3 BHK,1100.0,2.0,75.0,3,681.8181818181819
Electronic City,3 BHK,1320.0,2.0,38.12,3,288.7878787878788
Ananth Nagar,2 BHK,1000.0,2.0,29.7,2,297.0
Whitefield,4 Bedroom,5000.0,5.0,550.0,4,1100.0
KR Puram,6 Bedroom,2500.0,6.0,58.0,6,232.0
Kengeri Satellite Town,2 Bedroom,2480.0,2.0,160.0,2,645.1612903225806
Kalyan nagar,2 BHK,1086.0,2.0,44.5,2,409.76058931860035
Kengeri,1 BHK,416.0,1.0,18.0,1,432.6923076923077
Hennur Road,2 BHK,1066.0,2.0,52.23,2,489.96247654784236
OMBR Layout,3 BHK,1730.0,3.0,93.0,3,537.5722543352601
Balagere,2 BHK,1205.0,2.0,63.86,2,529.9585062240664
Marathahalli,4 BHK,2500.0,5.0,175.0,4,700.0
Subramanyapura,2 BHK,960.0,2.0,55.0,2,572.9166666666666
Haralur Road,3 BHK,1510.0,3.0,83.05,3,550.0
Kanaka Nagar,4 Bedroom,1600.0,4.0,90.0,4,562.5
Old Madras Road,3 Bedroom,2300.0,3.0,142.0,3,617.3913043478261
Jakkasandra Extension,2 BHK,1000.0,2.0,63.0,2,630.0
Poorna Pragna Layout,2 BHK,1160.0,2.0,46.39,2,399.91379310344826
Hormavu,3 BHK,1553.0,2.0,58.23,3,374.95170637475854
Frazer Town,4 BHK,3436.0,5.0,345.0,4,1004.0745052386496
Seegehalli,2 BHK,1134.0,2.0,45.0,2,396.8253968253968
Nagasandra,4 Bedroom,600.0,4.0,80.0,4,1333.3333333333333
Horamavu Agara,5 Bedroom,2400.0,3.0,80.0,5,333.3333333333333
Whitefield,4 Bedroom,2400.0,4.0,143.0,4,595.8333333333334
Nagashetty Halli,2 BHK,1350.0,2.0,65.0,2,481.48148148148147
Sarjapur,2 BHK,1032.0,2.0,42.0,2,406.9767441860465
Tigalarpalya,3 BHK,1998.0,3.0,117.0,3,585.5855855855856
Murugeshpalya,2 BHK,1225.0,2.0,48.0,2,391.83673469387753
Sarjapur  Road,2 BHK,1262.0,2.0,67.0,2,530.9033280507132
Badavala Nagar,3 BHK,1842.0,3.0,115.0,3,624.3213897937025
